"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"lastname"
"Prezydent nie powinien byc prezydentem sumien. Powinien byc prezydentem obywateli i brac pod uwage rózne racje, kierowac sie konstytucja.";FALSE;23;NA;2015-03-16 18:36:00;FALSE;NA;577538824076730369;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;Komorowski;17;FALSE;FALSE;NA;NA;"Komorowski"
"Mniej obiecywac, wiecej pracowac.  https://t.co/hnjcIGQLBS";FALSE;8;NA;2015-03-15 19:30:47;FALSE;NA;577190221738979328;NA;<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>;Komorowski;2;FALSE;FALSE;NA;NA;"Komorowski"
"Grochowy, Polska - film dla malkontentów.  https://t.co/Aq0dTXqDY0";FALSE;8;NA;2015-03-15 15:15:05;FALSE;NA;577125873595207680;NA;<a href="https://about.twitter.com/products/tweetdeck" rel="nofollow">TweetDeck</a>;Komorowski;6;FALSE;FALSE;NA;NA;"Komorowski"
"Z wolontariuszkami i mieszkancami Klodawy #popieramKomorowskiego http://t.co/aIrYel2tmD http://t.co/z3lBpfyT7N";FALSE;1;NA;2015-03-15 12:53:24;FALSE;NA;577090218563616769;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Komorowski;1;FALSE;FALSE;NA;NA;"Komorowski"
"Wspólne zdjecia, podpisy,przyjemnosc spotkania z mieszkancami :) #popieramKomorowskiego http://t.co/R6qqZW0EAK";FALSE;4;NA;2015-03-15 12:15:43;FALSE;NA;577080733245800448;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Komorowski;1;FALSE;FALSE;NA;NA;"Komorowski"
"W Klodawie #popieramKomorowskiego http://t.co/ec1lA8kbUj";FALSE;3;NA;2015-03-15 12:04:06;FALSE;NA;577077809769758720;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Komorowski;1;FALSE;FALSE;NA;NA;"Komorowski"
"Zachecam, aby wierzyc w Polske zgody i bezpieczenstwa.";FALSE;5;NA;2015-03-15 11:42:16;FALSE;NA;577072317605502976;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Komorowski;4;FALSE;FALSE;NA;NA;"Komorowski"
"W najblizszym tygodniu przedstawie wazny dla rodzin projekt, aby latwiej bylo laczyc prace zawodowa z rodzicielswtem.";FALSE;3;NA;2015-03-15 11:41:33;FALSE;NA;577072135123898368;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Komorowski;2;FALSE;FALSE;NA;NA;"Komorowski"
"Nastawiam sie na prace, a nie na obietnice bez pokrycia. Ja przedstawiam realny plan pracy prezydenta.";FALSE;8;NA;2015-03-15 11:39:40;FALSE;NA;577071660827832320;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Komorowski;7;FALSE;FALSE;NA;NA;"Komorowski"
"Trzeba bronic dorobku 25 lat naszej wolnosci - byc z niego dumnym i czerpac inspiracje na przyszlosc.";FALSE;74;NA;2015-03-15 11:37:10;FALSE;NA;577071031682232320;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Komorowski;129;FALSE;FALSE;NA;NA;"Komorowski"
