"date";"portal";"title";"position";"link"
2015-03-12;http://www.wp.pl;Adam Bielan: Donald Tusk za3o<U+00BF>y3 sie, <U+00BF>e bedzie druga tura w wyborach prezydenckich;1;/kat,140394,title,Adam-Bielan-Donald-Tusk-zalozyl-sie-ze-bedzie-druga-tura-w-wyborach-prezydenckich,wid,17341126,wiadomosc.html
2015-03-12;http://www.wp.pl;Sonda<U+00BF> CBOS: PO mia<U+00BF>d<U+00BF>y rywali. Du<U+00BF>y wzrost poparcia;1;/kat,140394,title,Sondaz-CBOS-PO-miazdzy-rywali-Duzy-wzrost-poparcia,wid,17340824,wiadomosc.html
2015-03-12;http://www.wp.pl;Waldemar Deska zrezygnowa3 z wy¶cigu do prezydenckiego fotela;1;/kat,140394,title,Waldemar-Deska-zrezygnowal-z-wyscigu-do-prezydenckiego-fotela,wid,17340418,wiadomosc.html
2015-03-12;http://www.wp.pl;Janusz Korwin-Mikke bedzie lata3 podczas kampanii samolotem  Air Korwin One;1;/kat,140394,title,Janusz-Korwin-Mikke-bedzie-latal-podczas-kampanii-samolotem-Air-Korwin-One,wid,17340119,wiadomosc.html
2015-03-12;http://www.wp.pl;Janusz Korwin-Mikke: rozumiem Putina. To Stany Zjednoczone pr± do wojny;1;/kat,140394,title,Janusz-Korwin-Mikke-rozumiem-Putina-To-Stany-Zjednoczone-pra-do-wojny,wid,17338700,wiadomosc.html
2015-03-11;http://www.wp.pl;Wybory prezydenckie. PKW bedzie recznie liczya g3osy;1;/kat,140394,title,Wybory-prezydenckie-PKW-bedzie-recznie-liczyc-glosy,wid,17336416,wiadomosc.html
2015-03-10;http://www.wp.pl;Bronis3aw Komorowski: nie oddaa Polski we w3adanie smerfa Marudy;1;/kat,140394,title,Bronislaw-Komorowski-nie-oddac-Polski-we-wladanie-smerfa-Marudy,wid,17334158,wiadomosc.html
2015-03-10;http://www.wp.pl;Duda: jestem za europejsk± armi±, ale w ramach NATO;1;/kat,140394,title,Duda-jestem-za-europejska-armia-ale-w-ramach-NATO,wid,17333704,wiadomosc.html
2015-03-10;http://www.wp.pl;Zarzuty za incydent na wiecu Bronis3awa Komorowskiego;1;/kat,140394,title,Zarzuty-za-incydent-na-wiecu-Bronislawa-Komorowskiego,wid,17333878,wiadomosc.html
2015-03-10;http://www.wp.pl;Metro : Rewolucyjna zmiana w nadchodz±cych wyborach;1;/kat,140394,title,Metro-Rewolucyjna-zmiana-w-nadchodzacych-wyborach,wid,17329102,wiadomosc.html
2015-03-09;http://www.wp.pl;PKW: 19 zarejestrowanych komitetów kandydatów na prezydenta;1;/kat,140394,title,PKW-19-zarejestrowanych-komitetow-kandydatow-na-prezydenta,wid,17327476,wiadomosc.html
2015-03-09;http://www.wp.pl;Incydent na wiecu Bronis3awa Komorowskiego w Krakowie. Me<U+00BF>czyzna chcia3 uderzya prezydenta krzes3em?;1;/kat,140394,title,Incydent-na-wiecu-Bronislawa-Komorowskiego-w-Krakowie-Mezczyzna-chcial-uderzyc-prezydenta-krzeslem,wid,17327464,wiadomosc.html
2015-03-09;http://www.wp.pl;Bronis3aw Komorowski o in vitro: opowiadam sie za <U+00BF>yciem;1;/kat,140394,title,Bronislaw-Komorowski-o-in-vitro-opowiadam-sie-za-zyciem,wid,17327157,wiadomosc.html
2015-03-09;http://www.wp.pl;Pierwszy videoblog z Bronkobusa. Prezydent odpowiada na gwizdy w Nowym Targu i Krakowie;1;/kat,140394,title,Pierwszy-videoblog-z-Bronkobusa-Prezydent-odpowiada-na-gwizdy-w-Nowym-Targu-i-Krakowie,wid,17326596,wiadomosc.html
2015-03-09;http://www.wp.pl;Tygodnik  Do Rzeczy  skar<U+00BF>y Kancelarie Prezydenta. Chodzi o premie doradców;1;/kat,140394,title,Tygodnik-Do-Rzeczy-skarzy-Kancelarie-Prezydenta-Chodzi-o-premie-doradcow,wid,17325507,wiadomosc.html
2015-03-09;http://www.wp.pl;Pod kandydatur± Korwin-Mikkego podpisa3o sie ponad 200 tys. osób;1;/kat,140394,title,Pod-kandydatura-Korwin-Mikkego-podpisalo-sie-ponad-200-tys-osob,wid,17325361,wiadomosc.html
2015-03-12;http://www.wp.pl;Adam Bielan: Donald Tusk za3o<U+00BF>y3 sie, <U+00BF>e bedzie druga tura w wyborach prezydenckich;1;/kat,140394,title,Adam-Bielan-Donald-Tusk-zalozyl-sie-ze-bedzie-druga-tura-w-wyborach-prezydenckich,wid,17341126,wiadomosc.html
2015-03-12;http://www.wp.pl;Sonda<U+00BF> CBOS: PO mia<U+00BF>d<U+00BF>y rywali. Du<U+00BF>y wzrost poparcia;1;/kat,140394,title,Sondaz-CBOS-PO-miazdzy-rywali-Duzy-wzrost-poparcia,wid,17340824,wiadomosc.html
2015-03-12;http://www.wp.pl;Waldemar Deska zrezygnowa3 z wy¶cigu do prezydenckiego fotela;1;/kat,140394,title,Waldemar-Deska-zrezygnowal-z-wyscigu-do-prezydenckiego-fotela,wid,17340418,wiadomosc.html
2015-03-12;http://www.wp.pl;Janusz Korwin-Mikke bedzie lata3 podczas kampanii samolotem  Air Korwin One;1;/kat,140394,title,Janusz-Korwin-Mikke-bedzie-latal-podczas-kampanii-samolotem-Air-Korwin-One,wid,17340119,wiadomosc.html
2015-03-12;http://www.wp.pl;Janusz Korwin-Mikke: rozumiem Putina. To Stany Zjednoczone pr± do wojny;1;/kat,140394,title,Janusz-Korwin-Mikke-rozumiem-Putina-To-Stany-Zjednoczone-pra-do-wojny,wid,17338700,wiadomosc.html
2015-03-11;http://www.wp.pl;Wybory prezydenckie. PKW bedzie recznie liczya g3osy;1;/kat,140394,title,Wybory-prezydenckie-PKW-bedzie-recznie-liczyc-glosy,wid,17336416,wiadomosc.html
2015-03-10;http://www.wp.pl;Bronis3aw Komorowski: nie oddaa Polski we w3adanie smerfa Marudy;1;/kat,140394,title,Bronislaw-Komorowski-nie-oddac-Polski-we-wladanie-smerfa-Marudy,wid,17334158,wiadomosc.html
2015-03-10;http://www.wp.pl;Duda: jestem za europejsk± armi±, ale w ramach NATO;1;/kat,140394,title,Duda-jestem-za-europejska-armia-ale-w-ramach-NATO,wid,17333704,wiadomosc.html
2015-03-10;http://www.wp.pl;Zarzuty za incydent na wiecu Bronis3awa Komorowskiego;1;/kat,140394,title,Zarzuty-za-incydent-na-wiecu-Bronislawa-Komorowskiego,wid,17333878,wiadomosc.html
2015-03-10;http://www.wp.pl;Metro : Rewolucyjna zmiana w nadchodz±cych wyborach;1;/kat,140394,title,Metro-Rewolucyjna-zmiana-w-nadchodzacych-wyborach,wid,17329102,wiadomosc.html
2015-03-09;http://www.wp.pl;PKW: 19 zarejestrowanych komitetów kandydatów na prezydenta;1;/kat,140394,title,PKW-19-zarejestrowanych-komitetow-kandydatow-na-prezydenta,wid,17327476,wiadomosc.html
2015-03-09;http://www.wp.pl;Incydent na wiecu Bronis3awa Komorowskiego w Krakowie. Me<U+00BF>czyzna chcia3 uderzya prezydenta krzes3em?;1;/kat,140394,title,Incydent-na-wiecu-Bronislawa-Komorowskiego-w-Krakowie-Mezczyzna-chcial-uderzyc-prezydenta-krzeslem,wid,17327464,wiadomosc.html
2015-03-09;http://www.wp.pl;Bronis3aw Komorowski o in vitro: opowiadam sie za <U+00BF>yciem;1;/kat,140394,title,Bronislaw-Komorowski-o-in-vitro-opowiadam-sie-za-zyciem,wid,17327157,wiadomosc.html
2015-03-09;http://www.wp.pl;Pierwszy videoblog z Bronkobusa. Prezydent odpowiada na gwizdy w Nowym Targu i Krakowie;1;/kat,140394,title,Pierwszy-videoblog-z-Bronkobusa-Prezydent-odpowiada-na-gwizdy-w-Nowym-Targu-i-Krakowie,wid,17326596,wiadomosc.html
2015-03-09;http://www.wp.pl;Tygodnik  Do Rzeczy  skar<U+00BF>y Kancelarie Prezydenta. Chodzi o premie doradców;1;/kat,140394,title,Tygodnik-Do-Rzeczy-skarzy-Kancelarie-Prezydenta-Chodzi-o-premie-doradcow,wid,17325507,wiadomosc.html
2015-03-09;http://www.wp.pl;Pod kandydatur± Korwin-Mikkego podpisa3o sie ponad 200 tys. osób;1;/kat,140394,title,Pod-kandydatura-Korwin-Mikkego-podpisalo-sie-ponad-200-tys-osob,wid,17325361,wiadomosc.html
2015-03-09;http://www.wp.pl;Andrzej Duda: Ewa Kopacz próbuje mnie poni<U+00BF>ya;1;/kat,140394,title,Andrzej-Duda-Ewa-Kopacz-probuje-mnie-ponizyc,wid,17325020,wiadomosc.html
2015-03-08;http://www.wp.pl;Bronis3aw Komorowski spó1ni3 sie na wiec w Krakowie, bo utkn±3 w korku na zakopiance;1;/kat,140394,title,Bronislaw-Komorowski-spoznil-sie-na-wiec-w-Krakowie-bo-utknal-w-korku-na-zakopiance,wid,17324439,wiadomosc.html
2015-03-08;http://www.wp.pl;Adam Jarubas w K3oczewie. Za¶piewa3 utwór Marka Grechuty;1;/kat,140394,title,Adam-Jarubas-w-Kloczewie-Zaspiewal-utwor-Marka-Grechuty,wid,17324001,wiadomosc.html
2015-03-08;http://www.wp.pl;Gwizdy w czasie wizyty Bronis3awa Komorowskiego na Podhalu;1;/kat,140394,title,Gwizdy-w-czasie-wizyty-Bronislawa-Komorowskiego-na-Podhalu,wid,17324011,wiadomosc.html
2015-03-07;http://www.wp.pl;Palikot: nie ma zgody na to, by PiS i PO pcha3y Polske do wojny;1;/kat,140394,title,Palikot-nie-ma-zgody-na-to-by-PiS-i-PO-pchaly-Polske-do-wojny,wid,17322738,wiadomosc.html
2015-03-07;http://www.wp.pl;Majchrowski: popieram Komorowskiego z trzech powodów;1;/kat,140394,title,Majchrowski-popieram-Komorowskiego-z-trzech-powodow,wid,17322661,wiadomosc.html
2015-03-07;http://www.wp.pl;Adam Jarubas: ja równie<U+00BF> jestem s3oikiem;1;/kat,140394,title,Adam-Jarubas-ja-rowniez-jestem-sloikiem,wid,17322629,wiadomosc.html
2015-03-07;http://www.wp.pl;Wies3aw Ga3±zka dla WP: pocz±tek konwencji zaskakuj±cy, pó1niej by3o nudno;1;/kat,140394,title,Wieslaw-Galazka-dla-WP-poczatek-konwencji-zaskakujacy-pozniej-bylo-nudno,wid,17322524,wiadomosc.html
2015-03-07;http://www.wp.pl;Kopacz: Bronku, miliony Polaków <U+00BF>ycz± ci zwyciestwa;1;/kat,140394,title,Kopacz-Bronku-miliony-Polakow-zycza-ci-zwyciestwa,wid,17322492,wiadomosc.html
2015-03-07;http://www.wp.pl;Wybierz zgode i bezpieczenstwo  - spektakularny start konwencji Komorowskiego;1;/kat,140394,title,Wybierz-zgode-i-bezpieczenstwo-spektakularny-start-konwencji-Komorowskiego,wid,17322174,wiadomosc.html
2015-03-07;http://www.wp.pl;Andrzej Duda: Komorowski ma konwencje, ja spotykam sie z lud1mi;1;/kat,140394,title,Andrzej-Duda-Komorowski-ma-konwencje-ja-spotykam-sie-z-ludzmi,wid,17321618,wiadomosc.html
2015-03-06;http://www.wp.pl;Kolejne zg3oszenia komitetów kandydatów na prezydenta;1;/kat,140394,title,Kolejne-zgloszenia-komitetow-kandydatow-na-prezydenta,wid,17320936,wiadomosc.html
2015-03-06;http://www.wp.pl;Grodzka: chce bya prezydentem dzia3aj±cym na rzecz spo3eczenstwa;1;/kat,140394,title,Grodzka-chce-byc-prezydentem-dzialajacym-na-rzecz-spoleczenstwa,wid,17320887,wiadomosc.html
2015-03-05;http://www.wp.pl;17 kandydatów na prezydenta. Zg3osili sie Wanda Nowicka i Pawe3 Tanajno;1;/kat,140394,title,17-kandydatow-na-prezydenta-Zglosili-sie-Wanda-Nowicka-i-Pawel-Tanajno,wid,17315917,wiadomosc.html
2015-03-05;http://www.wp.pl;SLD bierze kredyt na kampanie Magdaleny Ogórek. Nieoficjalnie: bedzie to co najmniej milion z3;1;/kat,140394,title,SLD-bierze-kredyt-na-kampanie-Magdaleny-Ogorek-Nieoficjalnie-bedzie-to-co-najmniej-milion-zl,wid,17315114,wiadomosc.html
2015-03-05;http://www.wp.pl;Trzaska-Wieczorek: prezydent nie depta3 krzes3a w Japonii. Wiele k3amliwych wypowiedzi PiS;1;/kat,140394,title,Trzaska-Wieczorek-prezydent-nie-deptal-krzesla-w-Japonii-Wiele-klamliwych-wypowiedzi-PiS,wid,17314894,wiadomosc.html
2015-03-12;http://www.wp.pl;Adam Bielan: Donald Tusk za3o<U+00BF>y3 sie, <U+00BF>e bedzie druga tura w wyborach prezydenckich;1;/kat,140394,title,Adam-Bielan-Donald-Tusk-zalozyl-sie-ze-bedzie-druga-tura-w-wyborach-prezydenckich,wid,17341126,wiadomosc.html
2015-03-12;http://www.wp.pl;Sonda<U+00BF> CBOS: PO mia<U+00BF>d<U+00BF>y rywali. Du<U+00BF>y wzrost poparcia;1;/kat,140394,title,Sondaz-CBOS-PO-miazdzy-rywali-Duzy-wzrost-poparcia,wid,17340824,wiadomosc.html
2015-03-12;http://www.wp.pl;Waldemar Deska zrezygnowa3 z wy¶cigu do prezydenckiego fotela;1;/kat,140394,title,Waldemar-Deska-zrezygnowal-z-wyscigu-do-prezydenckiego-fotela,wid,17340418,wiadomosc.html
2015-03-12;http://www.wp.pl;Janusz Korwin-Mikke bedzie lata3 podczas kampanii samolotem  Air Korwin One;1;/kat,140394,title,Janusz-Korwin-Mikke-bedzie-latal-podczas-kampanii-samolotem-Air-Korwin-One,wid,17340119,wiadomosc.html
2015-03-12;http://www.wp.pl;Janusz Korwin-Mikke: rozumiem Putina. To Stany Zjednoczone pr± do wojny;1;/kat,140394,title,Janusz-Korwin-Mikke-rozumiem-Putina-To-Stany-Zjednoczone-pra-do-wojny,wid,17338700,wiadomosc.html
2015-03-11;http://www.wp.pl;Wybory prezydenckie. PKW bedzie recznie liczya g3osy;1;/kat,140394,title,Wybory-prezydenckie-PKW-bedzie-recznie-liczyc-glosy,wid,17336416,wiadomosc.html
2015-03-10;http://www.wp.pl;Bronis3aw Komorowski: nie oddaa Polski we w3adanie smerfa Marudy;1;/kat,140394,title,Bronislaw-Komorowski-nie-oddac-Polski-we-wladanie-smerfa-Marudy,wid,17334158,wiadomosc.html
2015-03-10;http://www.wp.pl;Duda: jestem za europejsk± armi±, ale w ramach NATO;1;/kat,140394,title,Duda-jestem-za-europejska-armia-ale-w-ramach-NATO,wid,17333704,wiadomosc.html
2015-03-10;http://www.wp.pl;Zarzuty za incydent na wiecu Bronis3awa Komorowskiego;1;/kat,140394,title,Zarzuty-za-incydent-na-wiecu-Bronislawa-Komorowskiego,wid,17333878,wiadomosc.html
2015-03-10;http://www.wp.pl;Metro : Rewolucyjna zmiana w nadchodz±cych wyborach;1;/kat,140394,title,Metro-Rewolucyjna-zmiana-w-nadchodzacych-wyborach,wid,17329102,wiadomosc.html
2015-03-09;http://www.wp.pl;PKW: 19 zarejestrowanych komitetów kandydatów na prezydenta;1;/kat,140394,title,PKW-19-zarejestrowanych-komitetow-kandydatow-na-prezydenta,wid,17327476,wiadomosc.html
2015-03-09;http://www.wp.pl;Incydent na wiecu Bronis3awa Komorowskiego w Krakowie. Me<U+00BF>czyzna chcia3 uderzya prezydenta krzes3em?;1;/kat,140394,title,Incydent-na-wiecu-Bronislawa-Komorowskiego-w-Krakowie-Mezczyzna-chcial-uderzyc-prezydenta-krzeslem,wid,17327464,wiadomosc.html
2015-03-09;http://www.wp.pl;Bronis3aw Komorowski o in vitro: opowiadam sie za <U+00BF>yciem;1;/kat,140394,title,Bronislaw-Komorowski-o-in-vitro-opowiadam-sie-za-zyciem,wid,17327157,wiadomosc.html
2015-03-09;http://www.wp.pl;Pierwszy videoblog z Bronkobusa. Prezydent odpowiada na gwizdy w Nowym Targu i Krakowie;1;/kat,140394,title,Pierwszy-videoblog-z-Bronkobusa-Prezydent-odpowiada-na-gwizdy-w-Nowym-Targu-i-Krakowie,wid,17326596,wiadomosc.html
2015-03-09;http://www.wp.pl;Tygodnik  Do Rzeczy  skar<U+00BF>y Kancelarie Prezydenta. Chodzi o premie doradców;1;/kat,140394,title,Tygodnik-Do-Rzeczy-skarzy-Kancelarie-Prezydenta-Chodzi-o-premie-doradcow,wid,17325507,wiadomosc.html
2015-03-09;http://www.wp.pl;Pod kandydatur± Korwin-Mikkego podpisa3o sie ponad 200 tys. osób;1;/kat,140394,title,Pod-kandydatura-Korwin-Mikkego-podpisalo-sie-ponad-200-tys-osob,wid,17325361,wiadomosc.html
2015-03-09;http://www.wp.pl;Andrzej Duda: Ewa Kopacz próbuje mnie poni<U+00BF>ya;1;/kat,140394,title,Andrzej-Duda-Ewa-Kopacz-probuje-mnie-ponizyc,wid,17325020,wiadomosc.html
2015-03-08;http://www.wp.pl;Bronis3aw Komorowski spó1ni3 sie na wiec w Krakowie, bo utkn±3 w korku na zakopiance;1;/kat,140394,title,Bronislaw-Komorowski-spoznil-sie-na-wiec-w-Krakowie-bo-utknal-w-korku-na-zakopiance,wid,17324439,wiadomosc.html
2015-03-08;http://www.wp.pl;Adam Jarubas w K3oczewie. Za¶piewa3 utwór Marka Grechuty;1;/kat,140394,title,Adam-Jarubas-w-Kloczewie-Zaspiewal-utwor-Marka-Grechuty,wid,17324001,wiadomosc.html
2015-03-08;http://www.wp.pl;Gwizdy w czasie wizyty Bronis3awa Komorowskiego na Podhalu;1;/kat,140394,title,Gwizdy-w-czasie-wizyty-Bronislawa-Komorowskiego-na-Podhalu,wid,17324011,wiadomosc.html
2015-03-07;http://www.wp.pl;Palikot: nie ma zgody na to, by PiS i PO pcha3y Polske do wojny;1;/kat,140394,title,Palikot-nie-ma-zgody-na-to-by-PiS-i-PO-pchaly-Polske-do-wojny,wid,17322738,wiadomosc.html
2015-03-07;http://www.wp.pl;Majchrowski: popieram Komorowskiego z trzech powodów;1;/kat,140394,title,Majchrowski-popieram-Komorowskiego-z-trzech-powodow,wid,17322661,wiadomosc.html
2015-03-07;http://www.wp.pl;Adam Jarubas: ja równie<U+00BF> jestem s3oikiem;1;/kat,140394,title,Adam-Jarubas-ja-rowniez-jestem-sloikiem,wid,17322629,wiadomosc.html
2015-03-07;http://www.wp.pl;Wies3aw Ga3±zka dla WP: pocz±tek konwencji zaskakuj±cy, pó1niej by3o nudno;1;/kat,140394,title,Wieslaw-Galazka-dla-WP-poczatek-konwencji-zaskakujacy-pozniej-bylo-nudno,wid,17322524,wiadomosc.html
2015-03-07;http://www.wp.pl;Kopacz: Bronku, miliony Polaków <U+00BF>ycz± ci zwyciestwa;1;/kat,140394,title,Kopacz-Bronku-miliony-Polakow-zycza-ci-zwyciestwa,wid,17322492,wiadomosc.html
2015-03-07;http://www.wp.pl;Wybierz zgode i bezpieczenstwo  - spektakularny start konwencji Komorowskiego;1;/kat,140394,title,Wybierz-zgode-i-bezpieczenstwo-spektakularny-start-konwencji-Komorowskiego,wid,17322174,wiadomosc.html
2015-03-07;http://www.wp.pl;Andrzej Duda: Komorowski ma konwencje, ja spotykam sie z lud1mi;1;/kat,140394,title,Andrzej-Duda-Komorowski-ma-konwencje-ja-spotykam-sie-z-ludzmi,wid,17321618,wiadomosc.html
2015-03-06;http://www.wp.pl;Kolejne zg3oszenia komitetów kandydatów na prezydenta;1;/kat,140394,title,Kolejne-zgloszenia-komitetow-kandydatow-na-prezydenta,wid,17320936,wiadomosc.html
2015-03-06;http://www.wp.pl;Grodzka: chce bya prezydentem dzia3aj±cym na rzecz spo3eczenstwa;1;/kat,140394,title,Grodzka-chce-byc-prezydentem-dzialajacym-na-rzecz-spoleczenstwa,wid,17320887,wiadomosc.html
2015-03-05;http://www.wp.pl;17 kandydatów na prezydenta. Zg3osili sie Wanda Nowicka i Pawe3 Tanajno;1;/kat,140394,title,17-kandydatow-na-prezydenta-Zglosili-sie-Wanda-Nowicka-i-Pawel-Tanajno,wid,17315917,wiadomosc.html
2015-03-05;http://www.wp.pl;SLD bierze kredyt na kampanie Magdaleny Ogórek. Nieoficjalnie: bedzie to co najmniej milion z3;1;/kat,140394,title,SLD-bierze-kredyt-na-kampanie-Magdaleny-Ogorek-Nieoficjalnie-bedzie-to-co-najmniej-milion-zl,wid,17315114,wiadomosc.html
