"text";"favorited";"favoriteCount";"replyToSN";"created";"truncated";"replyToSID";"id";"replyToUID";"statusSource";"screenName";"retweetCount";"isRetweet";"retweeted";"longitude";"latitude";"lastname"
"Serdecznie zapraszam. http://t.co/bplnQ1fcfy";FALSE;3;NA;2015-03-24 18:02:33;FALSE;NA;580429508953669633;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;Komorowski;7;FALSE;FALSE;NA;NA;"Komorowski"
"Dobry klimat dla rodziny - zobaczcie kolejny odcinek videobloga https://t.co/GnwVQdqjwf";FALSE;7;NA;2015-03-24 10:49:47;FALSE;NA;580320600020951040;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;Komorowski;8;FALSE;FALSE;NA;NA;"Komorowski"
"Polska jest dla wszystkich - relacja z wizyt w Hajnówce i Bialowiezy https://t.co/khSxLXAD17";FALSE;3;NA;2015-03-24 09:57:55;FALSE;NA;580307545753067520;NA;<a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>;Komorowski;4;FALSE;FALSE;NA;NA;"Komorowski"
"Dzien zaczynam wspólnym sniadaniem ze Stowarzyszeniem Gospodyn Wiejskich z Dziadkowic. http://t.co/K1RhH62p5d";FALSE;129;NA;2015-03-24 06:41:49;FALSE;NA;580258195899305984;NA;<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>;Komorowski;139;FALSE;FALSE;NA;NA;"Komorowski"
"Serdecznie dziekuje za wszystkie podpisy i wyrazy poparcia dla mnie, jako kandydata na Prezydenta RP. Razem damy rade! :-)";FALSE;212;NA;2015-03-24 11:41:24;FALSE;NA;580333590178852864;NA;<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>;AndrzejDuda;103;FALSE;FALSE;NA;NA;"Duda"
"@01Sawinski @AndrzejDuda2015 ;-)";FALSE;0;01Sawinski;2015-03-24 10:38:56;FALSE;580317489705459712;580317868878925825;2890472561;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;1;FALSE;FALSE;NA;NA;"Duda"
"@Salon24pl Spokojnie czekam na moja odpowiedzialnosc  gradobicie i koklusz ;-)";FALSE;10;Salon24pl;2015-03-24 10:21:26;FALSE;580310690285662208;580313465736265728;39464882;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;5;FALSE;FALSE;NA;NA;"Duda"
"@AndrzejDuda2015 Dziekuje!";FALSE;6;AndrzejDuda2015;2015-03-24 10:15:09;FALSE;580311371620982784;580311885066665984;3025575911;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;3;FALSE;FALSE;NA;NA;"Duda"
"@17dragonws @AndrzejDuda2015 A, to dodatkowe podziekowania dla Panstwa i pozdrowienia:-)";FALSE;0;17dragonws;2015-03-24 10:14:02;FALSE;580311111142084608;580311604899741696;2968760709;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;0;FALSE;FALSE;NA;NA;"Duda"
"@AndrzejDuda2015 Dziekuje!:-)";FALSE;10;AndrzejDuda2015;2015-03-24 10:09:44;FALSE;580309926007975936;580310522500907008;3025575911;<a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>;AndrzejDuda;4;FALSE;FALSE;NA;NA;"Duda"
