"","month","day","begin_time","visitor_id","session_id","is_active","index","end_time"
"53","Jul","2","10:20:56","2001584","10140435",TRUE,53,"10:21:03"
"60","Jul","2","10:55:16","2001676","10140892",TRUE,60,"10:57:20"
"73","Jul","2","10:57:22","2001676","10140925",TRUE,73,"10:57:57"
"86","Jul","2","11:00:10","2001609","10140975",TRUE,86,"11:00:27"
"99","Jul","2","11:03:22","2001639","10141022",TRUE,99,"11:03:52"
"106","Jul","2","11:04:54","2001639","10141050",TRUE,106,"11:06:02"
"122","Jul","2","11:31:55","2001981","10141591",TRUE,122,"11:32:31"
"138","Jul","2","11:34:31","2001811","10141648",TRUE,138,"11:34:56"
"151","Jul","2","11:36:39","2001801","10141682",TRUE,151,"11:37:06"
"164","Jul","2","11:37:56","2001804","10141705",TRUE,164,"11:38:42"
"177","Jul","2","11:38:46","2001801","10141717",TRUE,177,"11:39:13"
"190","Jul","2","11:49:02","2002069","10141898",TRUE,190,"11:49:10"
"200","Jul","2","11:50:28","2001700","10141923",TRUE,200,"11:51:42"
"222","Jul","2","12:26:49","2002190","10142785",TRUE,222,"12:27:11"
"229","Jul","2","12:38:16","2002453","10143116",TRUE,229,"12:38:52"
"242","Jul","2","12:38:54","2002453","10143129",TRUE,242,"12:39:13"
"258","Jul","2","12:53:08","2002402","10143526",TRUE,258,"12:53:37"
"271","Jul","2","12:54:32","2002145","10143557",TRUE,271,"12:54:49"
"281","Jul","2","12:55:49","2001966","10143597",TRUE,281,"12:56:19"
"291","Jul","2","12:57:03","2001718","10143638",TRUE,291,"12:57:26"
"304","Jul","2","12:57:44","2001716","10143657",FALSE,304,"12:57:44"
"305","Jul","2","12:59:48","2001921","10143720",TRUE,305,"13:00:06"
"318","Jul","2","13:00:43","2002320","10143744",TRUE,318,"13:01:45"
"340","Jul","2","13:02:08","2001765","10143794",TRUE,340,"13:03:19"
"350","Jul","2","13:04:53","2002310","10143899",TRUE,350,"13:05:16"
"363","Jul","2","13:07:59","2002586","10144014",TRUE,363,"13:08:18"
"373","Jul","2","13:09:28","2002391","10144069",TRUE,373,"13:09:43"
"386","Jul","2","13:10:15","2001706","10144094",TRUE,386,"13:10:31"
"396","Jul","2","13:10:46","2001653","10144118",TRUE,396,"13:11:07"
"412","Jul","2","13:11:10","2001653","10144132",TRUE,412,"13:11:25"
"426","Jul","2","13:14:04","2002626","10144232",TRUE,426,"13:14:22"
"436","Jul","2","13:14:36","2002249","10144246",TRUE,436,"13:18:17"
"449","Jul","2","13:18:19","2002249","10144360",TRUE,449,"13:19:21"
"462","Jul","2","13:20:01","2002278","10144415",TRUE,462,"13:20:16"
"469","Jul","2","13:25:05","2001685","10144591",TRUE,469,"13:25:42"
"485","Jul","2","13:27:50","2001716","10144677",TRUE,485,"13:28:02"
"492","Jul","2","13:32:08","2002693","10144795",TRUE,492,"13:32:24"
"505","Jul","2","13:33:50","2002580","10144858",TRUE,505,"13:34:02"
"512","Jul","2","13:36:49","2002663","10144950",TRUE,512,"13:37:54"
"523","Jul","2","13:40:31","2002830","10145067",TRUE,523,"13:40:45"
"534","Jul","2","13:41:26","2002830","10145100",TRUE,534,"13:42:08"
"557","Jul","2","13:42:10","2002830","10145120",TRUE,557,"13:42:24"
"574","Jul","2","13:42:26","2002830","10145132",TRUE,574,"13:42:53"
"606","Jul","2","13:42:54","2002830","10145148",TRUE,606,"13:43:03"
"620","Jul","2","13:43:04","2002830","10145157",TRUE,620,"13:43:12"
"633","Jul","2","13:43:52","2002663","10145184",TRUE,633,"13:44:50"
"646","Jul","2","13:44:56","2002725","10145219",TRUE,646,"13:45:58"
"662","Jul","2","13:49:07","2002972","10145367",TRUE,662,"13:49:24"
"678","Jul","2","13:49:30","2002972","10145385",TRUE,678,"13:49:39"
"691","Jul","2","13:49:42","2002972","10145396",TRUE,691,"13:50:03"
"701","Jul","2","13:52:18","2002902","10145483",TRUE,701,"13:52:34"
"715","Jul","2","13:54:41","2002772","10145572",TRUE,715,"13:55:39"
"728","Jul","2","13:58:44","2002919","10145693",TRUE,728,"13:59:00"
"741","Jul","2","14:01:23","2001996","10145772",TRUE,741,"14:01:57"
"754","Jul","2","14:02:13","2001996","10145792",TRUE,754,"14:02:56"
"767","Jul","2","14:04:39","2001664","10145869",FALSE,767,"14:04:39"
"768","Jul","2","14:05:14","2002874","10145881",TRUE,768,"14:07:39"
"778","Jul","2","14:07:42","2002874","10145952",TRUE,778,"14:08:29"
"797","Jul","2","14:10:11","2003090","10146021",FALSE,797,"14:10:11"
"799","Jul","2","14:11:39","2002914","10146070",TRUE,799,"14:12:03"
"809","Jul","2","14:12:12","2003040","10146080",TRUE,809,"14:12:22"
"816","Jul","2","14:14:25","2002924","10146150",TRUE,816,"14:16:02"
"829","Jul","2","14:23:26","2002200","10146391",TRUE,829,"14:24:00"
"839","Jul","2","14:25:26","2002209","10146446",TRUE,839,"14:25:51"
"861","Jul","2","14:26:09","2002192","10146470",TRUE,861,"14:26:20"
"868","Jul","2","14:34:04","2002294","10146667",TRUE,868,"14:34:28"
"881","Jul","2","14:38:05","2002294","10146763",TRUE,881,"14:38:47"
"898","Jul","2","14:43:05","2003203","10146865",TRUE,898,"14:43:25"
"912","Jul","2","14:45:26","2003203","10146932",TRUE,912,"14:46:02"
"929","Jul","2","14:50:22","2003253","10147030",TRUE,929,"14:51:06"
"943","Jul","2","14:51:08","2003253","10147051",TRUE,943,"14:51:23"
"953","Jul","2","15:04:00","2002682","10147389",TRUE,953,"15:04:13"
"963","Jul","2","15:15:10","2003344","10147689",TRUE,963,"15:15:24"
"973","Jul","2","15:17:28","2003069","10147761",TRUE,973,"15:17:38"
"986","Jul","2","15:17:40","2003069","10147767",TRUE,986,"15:17:50"
"999","Jul","2","15:17:51","2003069","10147773",TRUE,999,"15:18:01"
"1012","Jul","2","15:18:03","2003069","10147780",TRUE,1012,"15:18:11"
"1025","Jul","2","15:18:14","2003069","10147788",TRUE,1025,"15:18:25"
"1041","Jul","2","15:18:27","2003069","10147798",TRUE,1041,"15:18:39"
