"","month","day","begin_time","visitor_id","session_id","is_active","index","end_time"
"106","Nov","2","11:24:06","2247459","11443523",TRUE,106,"11:24:37"
"116","Nov","2","11:31:30","2247465","11443657",TRUE,116,"11:31:50"
"129","Nov","2","11:35:08","2247272","11443728",TRUE,129,"11:35:39"
"142","Nov","2","11:35:45","2247272","11443745",TRUE,142,"11:36:13"
"158","Nov","2","11:53:42","2247458","11444102",TRUE,158,"11:53:55"
"168","Nov","2","11:56:56","2247460","11444189",TRUE,168,"11:57:14"
"175","Nov","2","12:28:10","2247448","11444958",TRUE,175,"12:28:41"
"185","Nov","2","12:31:03","2247759","11445042",TRUE,185,"12:31:12"
"195","Nov","2","12:36:58","2247350","11445240",TRUE,195,"12:39:11"
"208","Nov","2","12:39:42","2247473","11445328",TRUE,208,"12:40:05"
"218","Nov","2","12:46:12","2247807","11445531",TRUE,218,"12:46:45"
"232","Nov","2","12:47:29","2247809","11445568",TRUE,232,"12:47:49"
"245","Nov","2","12:49:54","2247462","11445646",TRUE,245,"12:50:17"
"255","Nov","2","12:50:58","2247616","11445680",TRUE,255,"12:51:16"
"268","Nov","2","12:53:47","2247798","11445765",TRUE,268,"12:54:14"
"281","Nov","2","12:57:40","2247352","11445892",TRUE,281,"12:58:23"
"291","Nov","2","12:58:38","2247352","11445923",TRUE,291,"12:59:30"
"301","Nov","2","13:03:35","2247352","11446079",TRUE,301,"13:04:40"
"317","Nov","2","13:07:01","2247802","11446184",TRUE,317,"13:07:44"
"327","Nov","2","13:11:07","2247815","11446301",FALSE,327,"13:11:07"
"328","Nov","2","13:11:53","2247377","11446323",TRUE,328,"13:12:36"
"339","Nov","2","13:15:54","2248003","11446429",TRUE,339,"13:16:47"
"352","Nov","2","13:17:38","2247688","11446480",TRUE,352,"13:18:21"
"362","Nov","2","13:21:53","2247891","11446609",TRUE,362,"13:22:27"
"372","Nov","2","13:27:08","2247603","11446757",TRUE,372,"13:27:43"
"382","Nov","2","13:29:15","2247365","11446815",TRUE,382,"13:29:27"
"392","Nov","2","13:30:33","2247944","11446848",TRUE,392,"13:30:59"
"402","Nov","2","13:31:56","2248122","11446881",TRUE,402,"13:32:25"
"415","Nov","2","13:38:05","2248125","11447046",TRUE,415,"13:40:25"
"423","Nov","2","13:40:32","2247607","11447113",TRUE,423,"13:41:13"
"436","Nov","2","13:42:04","2247876","11447155",TRUE,436,"13:42:38"
"446","Nov","2","13:43:20","2247951","11447187",TRUE,446,"13:43:59"
"459","Nov","2","13:44:03","2247951","11447209",TRUE,459,"13:44:18"
"472","Nov","2","13:45:41","2248108","11447265",TRUE,472,"13:46:03"
"482","Nov","2","13:46:05","2247876","11447270",TRUE,482,"13:46:31"
"495","Nov","2","13:51:00","2247905","11447416",TRUE,495,"13:51:46"
"505","Nov","2","13:52:44","2247772","11447463",TRUE,505,"13:53:04"
"518","Nov","2","13:53:08","2247772","11447479",TRUE,518,"13:53:25"
"531","Nov","2","13:54:47","2247347","11447537",TRUE,531,"13:55:06"
"541","Nov","2","13:55:35","2248121","11447550",TRUE,541,"13:56:10"
"551","Nov","2","13:58:20","2248121","11447643",TRUE,551,"13:58:43"
"565","Nov","2","13:59:10","2248021","11447673",TRUE,565,"13:59:39"
"578","Nov","2","13:59:56","2247961","11447695",TRUE,578,"14:01:53"
