"","month","day","begin_time","visitor_id","session_id","is_active","index","end_time"
"225","Jul","2","11:34:46","2001804","10141653",TRUE,225,"11:35:17"
"232","Jul","2","11:49:30","2002069","10141905",TRUE,232,"11:49:38"
"239","Jul","2","12:25:52","2002304","10142755",TRUE,239,"12:27:56"
"246","Jul","2","12:35:49","2001907","10143036",TRUE,246,"12:36:26"
"253","Jul","2","12:39:50","2002234","10143159",TRUE,253,"12:41:52"
"263","Jul","2","12:58:18","2002317","10143670",TRUE,263,"12:58:20"
"366","Jul","2","13:00:50","2002527","10143749",TRUE,366,"13:01:29"
"373","Jul","2","13:03:17","2001653","10143840",TRUE,373,"13:04:33"
"383","Jul","2","13:05:21","2002310","10143919",TRUE,383,"13:06:13"
"396","Jul","2","13:07:28","2002391","10143991",TRUE,396,"13:08:11"
"412","Jul","2","13:11:18","2002367","10144139",TRUE,412,"13:14:36"
"449","Jul","2","13:16:27","2001685","10144299",TRUE,449,"13:17:43"
"465","Jul","2","13:18:40","2002674","10144371",TRUE,465,"13:19:17"
"472","Jul","2","13:19:20","2002674","10144394",TRUE,472,"13:19:55"
"479","Jul","2","13:20:16","2001637","10144425",TRUE,479,"13:21:14"
"489","Jul","2","13:21:18","2001637","10144453",TRUE,489,"13:21:46"
"496","Jul","2","13:29:04","2002693","10144709",TRUE,496,"13:29:42"
"503","Jul","2","13:29:46","2002693","10144730",TRUE,503,"13:30:20"
"510","Jul","2","13:30:42","2002665","10144757",TRUE,510,"13:31:58"
"517","Jul","2","13:32:16","2001650","10144801",TRUE,517,"13:34:01"
"533","Jul","2","13:39:26","2002605","10145035",TRUE,533,"13:42:19"
"552","Jul","2","13:43:43","2002670","10145174",TRUE,552,"13:45:30"
"583","Jul","2","13:49:57","2002480","10145406",TRUE,583,"13:50:47"
"590","Jul","2","13:52:57","2001727","10145508",TRUE,590,"13:54:35"
"606","Jul","2","14:05:21","2002754","10145885",TRUE,606,"14:07:52"
"622","Jul","2","14:09:26","2002348","10145996",TRUE,622,"14:11:39"
