"","month","day","begin_time","visitor_id","session_id","is_active","index","end_time"
"84","Jan","2","10:37:10","1615316","8233892",TRUE,84,"10:41:01"
"95","Jan","2","10:56:40","1615359","8234030",TRUE,95,"10:57:13"
"102","Jan","2","11:00:12","1615285","8234062",TRUE,102,"11:02:35"
"109","Jan","2","11:07:52","1615363","8234155",TRUE,109,"11:08:37"
"116","Jan","2","11:10:31","1615416","8234194",TRUE,116,"11:10:54"
"123","Jan","2","11:23:01","1615373","8234484",TRUE,123,"11:26:05"
"146","Jan","2","11:27:23","1615387","8234582",TRUE,146,"11:28:03"
"153","Jan","2","11:32:10","1615374","8234684",TRUE,153,"11:33:05"
"160","Jan","2","11:35:31","1615378","8234777",TRUE,160,"11:36:46"
"167","Jan","2","11:44:48","1615391","8234996",TRUE,167,"11:45:24"
"174","Jan","2","11:47:09","1615534","8235057",TRUE,174,"11:47:50"
"181","Jan","2","11:48:38","1615334","8235095",TRUE,181,"11:49:54"
"188","Jan","2","11:53:14","1615364","8235211",TRUE,188,"11:53:42"
"195","Jan","2","11:54:28","1615548","8235246",TRUE,195,"11:55:03"
"202","Jan","2","11:56:36","1615511","8235286",TRUE,202,"12:01:13"
"226","Jan","2","12:02:38","1615483","8235420",TRUE,226,"12:03:00"
"233","Jan","2","12:03:15","1615483","8235431",TRUE,233,"12:04:21"
"240","Jan","2","12:18:51","1615617","8235795",TRUE,240,"12:19:03"
"247","Jan","2","12:20:15","1615664","8235835",TRUE,247,"12:20:41"
"254","Jan","2","12:32:58","1615509","8236145",TRUE,254,"12:34:35"
"261","Jan","2","12:35:06","1615432","8236204",TRUE,261,"12:38:30"
"272","Jan","2","12:38:51","1615724","8236306",TRUE,272,"12:40:37"
"279","Jan","2","12:48:54","1615360","8236537",TRUE,279,"12:50:59"
"302","Jan","2","12:51:07","1615770","8236587",TRUE,302,"12:52:10"
"309","Jan","2","12:52:29","1615625","8236615",TRUE,309,"12:54:35"
"314","Jan","2","12:55:15","1615734","8236681",TRUE,314,"12:57:08"
"325","Jan","2","12:59:47","1615825","8236791",TRUE,325,"13:03:23"
"350","Jan","2","13:03:30","1615825","8236855",TRUE,350,"13:05:09"
"374","Jan","2","13:05:21","1615535","8236889",TRUE,374,"13:07:06"
"387","Jan","2","13:18:14","1615828","8237207",TRUE,387,"13:20:29"
"408","Jan","2","13:21:32","1615804","8237302",TRUE,408,"13:22:18"
"415","Jan","2","13:23:21","1615396","8237359",TRUE,415,"13:25:47"
"420","Jan","2","13:38:49","1615848","8237768",TRUE,420,"13:40:55"
"442","Jan","2","13:40:56","1615860","8237813",TRUE,442,"13:43:06"
"448","Jan","2","13:43:12","1615917","8237860",TRUE,448,"13:46:39"
"471","Jan","2","13:47:39","1615761","8237971",TRUE,471,"13:48:59"
"478","Jan","2","13:49:01","1615933","8237998",TRUE,478,"13:53:09"
"503","Jan","2","14:06:14","1615930","8238449",TRUE,503,"14:07:53"
"510","Jan","2","14:09:41","1615672","8238553",TRUE,510,"14:12:44"
"532","Jan","2","14:12:59","1615636","8238643",TRUE,532,"14:15:37"
"539","Jan","2","14:15:39","1615636","8238712",TRUE,539,"14:19:46"
"552","Jan","2","14:20:07","1615635","8238838",TRUE,552,"14:23:49"
"558","Jan","2","14:27:49","1616076","8239055",TRUE,558,"14:31:33"
"563","Jan","2","14:32:00","1615914","8239169",TRUE,563,"14:45:44"
"572","Jan","2","14:46:22","1615987","8239581",TRUE,572,"14:48:39"
"579","Jan","2","14:49:21","1616071","8239654",TRUE,579,"14:52:06"
"586","Jan","2","14:53:19","1615993","8239776",TRUE,586,"14:55:08"
"593","Jan","2","14:55:16","1615983","8239820",TRUE,593,"14:56:52"
"603","Jan","2","15:04:47","1616007","8240099",TRUE,603,"15:05:54"
"610","Jan","2","15:09:55","1615478","8240243",TRUE,610,"15:14:59"
"641","Jan","2","15:15:46","1616054","8240394",TRUE,641,"15:18:23"
"649","Jan","2","15:18:25","1615484","8240457",TRUE,649,"15:19:15"
"656","Jan","2","15:19:16","1615476","8240474",TRUE,656,"15:20:20"
"663","Jan","2","15:21:27","1616009","8240532",TRUE,663,"15:24:07"
"687","Jan","2","15:29:48","1616098","8240776",TRUE,687,"15:31:37"
"695","Jan","2","15:34:35","1616356","8240912",TRUE,695,"15:35:18"
"702","Jan","2","15:35:22","1616279","8240938",TRUE,702,"15:38:17"
"716","Jan","2","15:41:08","1616322","8241077",TRUE,716,"15:41:51"
"723","Jan","2","15:42:21","1616055","8241105",TRUE,723,"15:45:27"
"743","Jan","2","15:46:10","1615392","8241210",TRUE,743,"15:46:23"
"751","Jan","2","15:48:58","1616364","8241281",TRUE,751,"15:49:52"
"758","Jan","2","15:50:25","1615714","8241316",TRUE,758,"15:53:07"
"782","Jan","2","15:53:20","1615584","8241397",TRUE,782,"15:56:00"
"806","Jan","2","15:56:13","1615455","8241465",TRUE,806,"15:57:24"
"813","Jan","2","15:57:40","1615459","8241502",TRUE,813,"15:59:13"
"820","Jan","2","16:06:31","1616421","8241727",TRUE,820,"16:06:49"
"827","Jan","2","16:09:15","1616286","8241793",TRUE,827,"16:13:03"
"839","Jan","2","16:16:16","1616158","8241972",TRUE,839,"16:19:21"
"861","Jan","2","16:19:41","1616404","8242043",TRUE,861,"16:21:37"
"868","Jan","2","16:27:04","1616435","8242227",TRUE,868,"16:27:29"
"875","Jan","2","16:27:51","1616445","8242253",TRUE,875,"16:31:10"
"889","Jan","2","16:31:55","1616493","8242327",TRUE,889,"16:32:13"
"896","Jan","2","16:34:18","1615710","8242380",TRUE,896,"16:36:58"
"921","Jan","2","16:47:05","1616123","8242598",TRUE,921,"16:51:10"
"946","Jan","2","16:53:33","1616502","8242691",TRUE,946,"16:54:44"
"953","Jan","2","16:58:53","1616502","8242790",TRUE,953,"17:00:21"
"963","Jan","2","17:03:49","1616464","8242884",TRUE,963,"17:08:16"
"985","Jan","2","17:08:23","1616464","8242944",TRUE,985,"17:10:29"
"992","Jan","2","17:15:23","1616509","8243050",TRUE,992,"17:20:53"
"1003","Jan","2","17:29:29","1616234","8243249",TRUE,1003,"17:31:35"
"1013","Jan","2","17:38:52","1616571","8243344",TRUE,1013,"17:41:03"
"1020","Jan","2","17:43:46","1616582","8243376",TRUE,1020,"17:46:06"
"1031","Jan","2","17:52:04","1616385","8243451",TRUE,1031,"17:54:00"
"1039","Jan","2","17:55:17","1616616","8243468",TRUE,1039,"17:58:12"
"1050","Jan","2","17:58:31","1616572","8243485",TRUE,1050,"18:00:25"
